"from_EX_lys__L_e","to_EX_lys__L_e","undir_EX_lys__L_e","ID","Name","Equation","ExEquation","Balance","Boundary","GRR","Type","Flux","ec-code","rhea","kegg.reaction","bigg.reaction","reactome.reaction","sbo","biocyc","seed.reaction","sabiork","metanetx.reaction","Reduced Cost"
6,6,6,"BIOMASS_Ec_iJO1366_core_53p95M","E. coli biomass objective function (iJO1366) - core - with 53.95 GAM estimate","0.000223 10fthf_c + 2.6e-05 2fe2s_c + 0.000223 2ohph_c + 0.00026 4fe4s_c + 0.513689 ala__L_c + 0.000223 amet_c + 0.295792 arg__L_c + 0.241055 asn__L_c + 0.241055 asp__L_c + 54.124831 atp_c + 0.000122 bmocogdp_c + 2e-06 btn_c + 0.005205 ca2_c + 0.005205 cl_c + 0.000576 coa_c + 2.5e-05 cobalt2_c + 0.133508 ctp_c + 0.000709 cu2_c + 0.09158 cys__L_c + 0.026166 datp_c + 0.027017 dctp_c + 0.027017 dgtp_c + 0.026166 dttp_c + 0.000223 fad_c + 0.006715 fe2_c + 0.007808 fe3_c + 0.26316 gln__L_c + 0.26316 glu__L_c + 0.612638 gly_c + 0.215096 gtp_c + 48.601527 h2o_c + 0.094738 his__L_c + 0.290529 ile__L_c + 0.195193 k_c + 0.019456 kdo2lipid4_e + 0.450531 leu__L_c + 0.343161 lys__L_c + 0.153686 met__L_c + 0.008675 mg2_c + 0.000223 mlthf_c + 0.000691 mn2_c + 7e-06 mobd_c + 0.013894 murein5px4p_p + 0.001831 nad_c + 0.000447 nadp_c + 0.013013 nh4_c + 0.000323 ni2_c + 0.017868 pe160_c + 0.045946 pe160_p + 0.054154 pe161_c + 0.02106 pe161_p + 0.185265 phe__L_c + 0.000223 pheme_c + 0.221055 pro__L_c + 0.000223 pydx5p_c + 0.000223 ribflv_c + 0.215792 ser__L_c + 0.000223 sheme_c + 0.004338 so4_c + 0.000223 thf_c + 0.000223 thmpp_c + 0.253687 thr__L_c + 0.056843 trp__L_c + 0.137896 tyr__L_c + 5.5e-05 udcpdp_c + 0.144104 utp_c + 0.423162 val__L_c + 0.000341 zn2_c --> 53.95 adp_c + 53.95 h_c + 53.945662 pi_c + 0.773903 ppi_c","0.000223 10-Formyltetrahydrofolate + 2.6e-05 [2Fe-2S] iron-sulfur cluster + 0.000223 2-Octaprenyl-6-hydroxyphenol + 0.00026 [4Fe-4S] iron-sulfur cluster + 0.513689 L-Alanine + 0.000223 S-Adenosyl-L-methionine + 0.295792 L-Arginine + 0.241055 L-Asparagine + 0.241055 L-Aspartate + 54.124831 ATP C10H12N5O13P3 + 0.000122 Bis-molybdopterin guanine dinucleotide + 2e-06 Biotin + 0.005205 Calcium + 0.005205 Chloride + 0.000576 Coenzyme A + 2.5e-05 Co2+ + 0.133508 CTP C9H12N3O14P3 + 0.000709 Copper + 0.09158 L-Cysteine + 0.026166 DATP C10H12N5O12P3 + 0.027017 DCTP C9H12N3O13P3 + 0.027017 DGTP C10H12N5O13P3 + 0.026166 DTTP C10H13N2O14P3 + 0.000223 Flavin adenine dinucleotide oxidized + 0.006715 Fe2+ mitochondria + 0.007808 Iron (Fe3+) + 0.26316 L-Glutamine + 0.26316 L-Glutamate + 0.612638 Glycine + 0.215096 GTP C10H12N5O14P3 + 48.601527 H2O H2O + 0.094738 L-Histidine + 0.290529 L-Isoleucine + 0.195193 Potassium + 0.019456 KDO(2)-lipid IV(A) + 0.450531 L-Leucine + 0.343161 L-Lysine + 0.153686 L-Methionine + 0.008675 Magnesium + 0.000223 5,10-Methylenetetrahydrofolate + 0.000691 Manganese + 7e-06 Molybdate + 0.013894 Two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain) + 0.001831 Nicotinamide adenine dinucleotide + 0.000447 Nicotinamide adenine dinucleotide phosphate + 0.013013 Ammonium + 0.000323 Nickel + 0.017868 Phosphatidylethanolamine (dihexadecanoyl, n-C16:0) + 0.045946 Phosphatidylethanolamine (dihexadecanoyl, n-C16:0) + 0.054154 Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1) + 0.02106 Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1) + 0.185265 L-Phenylalanine + 0.000223 Protoheme C34H30FeN4O4 + 0.221055 L-Proline + 0.000223 Pyridoxal 5'-phosphate + 0.000223 Riboflavin C17H20N4O6 + 0.215792 L-Serine + 0.000223 Siroheme C42H36FeN4O16 + 0.004338 Sulfate + 0.000223 5,6,7,8-Tetrahydrofolate + 0.000223 Thiamine diphosphate + 0.253687 L-Threonine + 0.056843 L-Tryptophan + 0.137896 L-Tyrosine + 5.5e-05 Undecaprenyl diphosphate + 0.144104 UTP C9H11N2O15P3 + 0.423162 L-Valine + 0.000341 Zinc --> 53.95 ADP C10H12N5O10P2 + 53.95 H+ + 53.945662 Phosphate + 0.773903 Diphosphate","{'C': -41.04342799999995, 'H': -64.2483789999998, 'N': -10.80081400000006, 'O': -15.235313000000374, 'S': -0.25220799999999993, 'Fe': -0.016061000000000002, 'P': -0.9646310000000056, 'Mo': -0.000129, 'Ca': -0.005205, 'Cl': -0.005205, 'Co': -2.5e-05, 'Cu': -0.000709, 'K': -0.195193, 'Mg': -0.008675, 'Mn': -0.000691, 'Ni': -0.000323, 'Zn': -0.000341}",0,"","reaction",0,,,,"BIOMASS_Ec_iJO1366_core_53p95M",,"SBO:0000629",,,,"MNXR142681",-9.869697281481447
20,20,20,"EX_12ppd__R_e","(R)-Propane-1,2-diol exchange","12ppd__R_e --> ","(R)-Propane-1,2-diol --> ","{'C': -3.0, 'H': -8.0, 'O': -2.0}",1,"","reaction",0,,,,"EX_12ppd__R_e",,"SBO:0000627","META:TRANS-RXN0-467","rxn07920|rxn07919",,"MNXR94683",0
18,18,18,"EX_12ppd__S_e","(S)-Propane-1,2-diol exchange","12ppd__S_e --> ","(S)-Propane-1,2-diol --> ","{'C': -3.0, 'H': -8.0, 'O': -2.0}",1,"","reaction",0,,,,"EX_12ppd__S_e",,"SBO:0000627",,,,"MNXR94684",-0.8888888888888894
18,18,18,"EX_14glucan_e","1,4-alpha-D-glucan exchange","14glucan_e --> ","1,4-alpha-D-glucan --> ","{'C': -36.0, 'H': -62.0, 'O': -31.0}",1,"","reaction",0,"2.4.1.161",,,"EX_14glucan_e",,"SBO:0000627",,,,"MNXR94694",-9.718518518518513
8,8,8,"EX_15dap_e","1,5-Diaminopentane exchange","15dap_e --> ","1,5-Diaminopentane --> ","{'C': -5.0, 'H': -16.0, 'N': -2.0}",1,"","reaction",0,,,,"EX_15dap_e",,"SBO:0000627",,"rxn08305",,"MNXR97147",0
20,20,20,"EX_galctn__D_e","D-Galactonate exchange","galctn__D_e --> ","D-Galactonate --> ","{'C': -6.0, 'H': -11.0, 'O': -7.0}",1,"","reaction",0,,,,"EX_galctn__D_e",,"SBO:0000627",,"rxn08579",,"MNXR99961",-1.4222222222222212
24,24,24,"EX_galctn__L_e","L-Galactonate exchange","galctn__L_e --> ","L-Galactonate --> ","{'C': -6.0, 'H': -11.0, 'O': -7.0}",1,"","reaction",0,,,,"EX_galctn__L_e",,"SBO:0000627",,"rxn08577",,"MNXR99959",-1.4666666666666668
14,14,14,"EX_galt_e","Galactitol exchange","galt_e --> ","Galactitol --> ","{'C': -6.0, 'H': -14.0, 'O': -6.0}",1,"","reaction",0,,"33146|33144|33143|33145",,"EX_galt_e",,"SBO:0000627",,"rxn08587",,"MNXR100019",-1.6888888888888876
24,24,24,"EX_galur_e","D-Galacturonate exchange","galur_e --> ","D-Galacturonate --> ","{'C': -6.0, 'H': -9.0, 'O': -7.0}",1,"","reaction",0,,,,"EX_galur_e",,"SBO:0000627",,"rxn08589",,"MNXR100021",-1.3629629629629632
14,14,14,"EX_gam_e","D-Glucosamine exchange","gam_e --> ","D-Glucosamine --> ","{'C': -6.0, 'H': -14.0, 'N': -1.0, 'O': -5.0}",1,"","reaction",0,,,,"EX_gam_e",,"SBO:0000627",,"rxn08593",,"MNXR100035",-1.6444444444444426
14,14,14,"EX_gam6p_e","D-Glucosamine 6-phosphate exchange","gam6p_e --> ","D-Glucosamine 6-phosphate --> ","{'C': -6.0, 'H': -13.0, 'N': -1.0, 'O': -8.0, 'P': -1.0}",1,"","reaction",0,,,,"EX_gam6p_e",,"SBO:0000627",,"rxn13642|rxn08591|rxn05568",,"MNXR100031",-1.7037037037037024
∞,∞,∞,"EX_gbbtn_e","Gamma-butyrobetaine exchange","gbbtn_e --> ","Gamma-butyrobetaine --> ","{'C': -7.0, 'H': -15.0, 'N': -1.0, 'O': -2.0}",1,"","reaction",0,,"32838|32837|32835|32836",,"EX_gbbtn_e",,"SBO:0000627",,"rxn08595",,"MNXR100053",0
∞,∞,∞,"EX_gdp_e","GDP exchange","gdp_e --> ","GDP C10H12N5O11P2 --> ","{'C': -10.0, 'H': -12.0, 'N': -5.0, 'O': -11.0, 'P': -2.0}",1,"","reaction",0,,,,"EX_gdp_e","R-HSA-111812","SBO:0000627",,"rxn08600|rxn09815",,"MNXR100096",0
12,12,12,"EX_glc__D_e","D-Glucose exchange","glc__D_e <=> ","D-Glucose <=> ","{'C': -6.0, 'H': -12.0, 'O': -6.0}",1,"","reaction",-10,,,,"EX_glc__D_e",,"SBO:0000627","META:TRANS-RXN0-574","rxn09875|rxn09679|rxn08617","7002|601","MNXR100188",-1.5851851851851841
14,14,14,"EX_glcn_e","D-Gluconate exchange","glcn_e --> ","D-Gluconate --> ","{'C': -6.0, 'H': -11.0, 'O': -7.0}",1,"","reaction",0,,,,"EX_glcn_e",,"SBO:0000627",,"rxn12424|rxn08610","13786","MNXR100210",-1.4666666666666666
18,18,18,"EX_glcr_e","D-Glucarate exchange","glcr_e --> ","D-Glucarate --> ","{'C': -6.0, 'H': -8.0, 'O': -8.0}",1,"","reaction",0,,"28477|28476|28474|28475",,"EX_glcr_e",,"SBO:0000627","META:TRANS-RXN0-204","rxn12442|rxn08614",,"MNXR100222",-1.17037037037037
20,20,20,"EX_glcur_e","D-Glucuronate exchange","glcur_e --> ","D-Glucuronate --> ","{'C': -6.0, 'H': -9.0, 'O': -7.0}",1,"","reaction",0,,,,"EX_glcur_e",,"SBO:0000627",,"rxn08623",,"MNXR100235",-1.3629629629629632
18,18,18,"EX_glcur1p_e","D-Glucuronate 1-phosphate exchange","glcur1p_e --> ","D-Glucuronate 1-phosphate --> ","{'C': -6.0, 'H': -8.0, 'O': -10.0, 'P': -1.0}",1,"","reaction",0,,,,"EX_glcur1p_e",,"SBO:0000627",,"rxn08621",,"MNXR100231",-1.3629629629629627
12,12,12,"EX_gln__L_e","L-Glutamine exchange","gln__L_e --> ","L-Glutamine --> ","{'C': -5.0, 'H': -10.0, 'N': -2.0, 'O': -3.0}",1,"","reaction",0,,,,"EX_gln__L_e","R-HSA-212651|R-BTA-212614|R-RNO-212614|R-SSC-212614|R-MMU-212614|R-HSA-212614|R-GGA-212614|R-CFA-212614|R-TGU-212614|R-SCE-212614","SBO:0000627","META:TRANS-RXN-233","rxn08625|rxn10928","13421","MNXR100259",-1.2000000000000002
20,20,20,"EX_23camp_e","2',3'-Cyclic AMP exchange","23camp_e --> ","2',3'-Cyclic AMP --> ","{'C': -10.0, 'H': -11.0, 'N': -5.0, 'O': -6.0, 'P': -1.0}",1,"","reaction",0,,,,"EX_23camp_e",,"SBO:0000627",,"rxn07925",,"MNXR94718",-2.0740740740740735
20,20,20,"EX_23ccmp_e","2',3'-Cyclic CMP exchange","23ccmp_e --> ","2',3'-Cyclic CMP --> ","{'C': -9.0, 'H': -11.0, 'N': -3.0, 'O': -7.0, 'P': -1.0}",1,"","reaction",0,,,,"EX_23ccmp_e",,"SBO:0000627",,"rxn07926",,"MNXR94720",-1.407407407407406
20,20,20,"EX_23cgmp_e","2',3'-Cyclic GMP exchange","23cgmp_e --> ","2',3'-Cyclic GMP --> ","{'C': -10.0, 'H': -11.0, 'N': -5.0, 'O': -7.0, 'P': -1.0}",1,"","reaction",0,,,,"EX_23cgmp_e",,"SBO:0000627",,"rxn07927",,"MNXR94721",-1.9703703703703705
20,20,20,"EX_23cump_e","2',3'-Cyclic UMP exchange","23cump_e --> ","2',3'-Cyclic UMP --> ","{'C': -9.0, 'H': -10.0, 'N': -2.0, 'O': -8.0, 'P': -1.0}",1,"","reaction",0,,,,"EX_23cump_e",,"SBO:0000627",,"rxn07928",,"MNXR94726",-1.392592592592591
16,16,16,"EX_23dappa_e","2,3-diaminopropionate exchange","23dappa_e --> ","2,3-diaminopropionate --> ","{'C': -3.0, 'H': -9.0, 'N': -2.0, 'O': -2.0}",1,"","reaction",0,,,,"EX_23dappa_e",,"SBO:0000627",,"rxn07930",,"MNXR94728",-0.6222222222222216
12,12,12,"EX_26dap__M_e","Meso-2,6-Diaminoheptanedioate exchange","26dap__M_e --> ","Meso-2,6-Diaminoheptanedioate --> ","{'C': -7.0, 'H': -14.0, 'N': -2.0, 'O': -4.0}",1,"","reaction",0,,,,"EX_26dap__M_e",,"SBO:0000627",,"rxn07931",,"MNXR94741",-1.9407407407407415
12,12,12,"EX_glu__L_e","L-Glutamate exchange","glu__L_e --> ","L-Glutamate --> ","{'C': -5.0, 'H': -8.0, 'N': -1.0, 'O': -4.0}",1,"","reaction",0,,,,"EX_glu__L_e","R-HSA-212658|R-TGU-210439|R-GGA-210439|R-XTR-210439|R-RNO-210439|R-CFA-210439|R-CEL-210439|R-DME-210439|R-SSC-210439|R-HSA-210439|R-DRE-210439|R-MMU-210439|R-BTA-210439","SBO:0000627","META:TRANS-RXN-234|META:TRANS-RXN-232","rxn08633|rxn09750|rxn13304|rxn13120|rxn10917","12283","MNXR100301",-1.1851851851851853
12,12,12,"EX_gly_e","Glycine exchange","gly_e --> ","Glycine --> ","{'C': -2.0, 'H': -5.0, 'N': -1.0, 'O': -2.0}",1,"","reaction",0,,,,"EX_gly_e","R-CEL-351963|R-GGA-351963|R-SSC-351963|R-TGU-351963|R-BTA-351963|R-DRE-351963|R-RNO-351963|R-MMU-351963|R-CFA-351963|R-HSA-351963","SBO:0000627","META:TRANS-RXN0-537","rxn05218|rxn08662|rxn13111","13462","MNXR100371",-0.4148148148148153
18,18,18,"EX_2ddglcn_e","2-Dehydro-3-deoxy-D-gluconate exchange","2ddglcn_e --> ","2-Dehydro-3-deoxy-D-gluconate --> ","{'C': -6.0, 'H': -9.0, 'O': -6.0}",1,"","reaction",0,,,,"EX_2ddglcn_e",,"SBO:0000627",,"rxn08320",,"MNXR138208",-1.4666666666666668
∞,∞,∞,"EX_crn_e","L-Carnitine exchange","crn_e --> ","L-Carnitine --> ","{'C': -7.0, 'H': -15.0, 'N': -1.0, 'O': -3.0}",1,"","reaction",0,,"34962|34960|34959|34961",,"EX_crn_e",,"SBO:0000627",,"rxn09773|rxn09858|rxn09691|rxn08265",,"MNXR96906",0
∞,∞,∞,"EX_34dhpac_e","3,4-Dihydroxyphenylacetaldehyde exchange","34dhpac_e --> ","3,4-Dihydroxyphenylacetaldehyde --> ","{'C': -8.0, 'H': -8.0, 'O': -3.0}",1,"","reaction",0,,,,"EX_34dhpac_e",,"SBO:0000627",,"rxn07972",,"MNXR94848",0
18,18,18,"EX_3amp_e","3'-AMP exchange","3amp_e --> ","3  AMP C10H12N5O7P --> ","{'C': -10.0, 'H': -12.0, 'N': -5.0, 'O': -7.0, 'P': -1.0}",1,"","reaction",0,,,,"EX_3amp_e",,"SBO:0000627",,"rxn07973",,"MNXR94857",-2.0740740740740735
18,18,18,"EX_3cmp_e","3'-cmp exchange","3cmp_e --> ","3  CMP C9H12N3O8P --> ","{'C': -9.0, 'H': -12.0, 'N': -3.0, 'O': -8.0, 'P': -1.0}",1,"","reaction",0,,,,"EX_3cmp_e",,"SBO:0000627",,"rxn07974",,"MNXR94861",-1.407407407407406
18,18,18,"EX_3gmp_e","3'-GMP exchange","3gmp_e --> ","Guanosine 3  phosphate C10H12N5O8P --> ","{'C': -10.0, 'H': -12.0, 'N': -5.0, 'O': -8.0, 'P': -1.0}",1,"","reaction",0,,,,"EX_3gmp_e",,"SBO:0000627",,"rxn07975",,"MNXR94868",-1.9703703703703705
20,20,20,"EX_3hcinnm_e","3-hydroxycinnamic acid exchange","3hcinnm_e --> ","3-hydroxycinnamic acid --> ","{'C': -9.0, 'H': -7.0, 'O': -3.0}",1,"","reaction",0,,,,"EX_3hcinnm_e",,"SBO:0000627",,"rxn08702",,"MNXR100571",-1.9111111111111097
18,18,18,"EX_glyald_e","D-Glyceraldehyde exchange","glyald_e --> ","D-Glyceraldehyde --> ","{'C': -3.0, 'H': -6.0, 'O': -3.0}",1,"","reaction",0,,,,"EX_glyald_e",,"SBO:0000627",,"rxn08636|rxn08635|rxn10164",,"MNXR100311",-0.8296296296296282
20,20,20,"EX_glyb_e","Glycine betaine exchange","glyb_e --> ","Glycine betaine --> ","{'C': -5.0, 'H': -11.0, 'N': -1.0, 'O': -2.0}",1,"","reaction",0,,"28945|28944|28946|28943",,"EX_glyb_e","R-HSA-6797957","SBO:0000627","META:TRANS-RXN0-490","rxn08639|rxn12430","11693","MNXR100317",0
12,12,12,"EX_glyc_e","Glycerol exchange","glyc_e --> ","Glycerol --> ","{'C': -3.0, 'H': -8.0, 'O': -3.0}",1,"","reaction",0,,"29676|29678|29677|29675",,"EX_glyc_e","R-RNO-507871|R-SCE-507871|R-MMU-432049|R-GGA-507869|R-SCE-432049|R-MMU-507869|R-CEL-507869|R-SPO-432049|R-TGU-432049|R-HSA-507871|R-PFA-432074|R-GGA-432049|R-PFA-432049|R-BTA-432049|R-MMU-507871|R-CEL-507871|R-XTR-507871|R-HSA-507869|R-SCE-507869|R-DRE-507869|R-PFA-507869|R-TGU-507869|R-RNO-507869|R-MMU-432074|R-SPO-432074|R-BTA-432074|R-CFA-432074|R-CEL-432074|R-PFA-507871|R-SSC-432074|R-CFA-507871|R-SPO-507871|R-BTA-507871|R-XTR-432049|R-HSA-432049|R-DRE-432074|R-CFA-432049|R-SPO-507869|R-GGA-432074|R-HSA-432074|R-RNO-432074|R-SCE-432074|R-TGU-507871|R-GGA-507871|R-DRE-432049|R-BTA-507869|R-SSC-507871|R-XTR-432074|R-XTR-507869|R-CFA-507869|R-RNO-432049|R-SSC-507869|R-SSC-432049|R-TGU-432074|R-CEL-432049|R-DRE-507871","SBO:0000627","META:TRANS-RXN-131","rxn05581|rxn08654|rxn08658",,"MNXR100343",-0.9333333333333319
18,18,18,"EX_glyc__R_e","(R)-Glycerate exchange","glyc__R_e --> ","(R)-Glycerate --> ","{'C': -3.0, 'H': -5.0, 'O': -4.0}",1,"","reaction",0,,,,"EX_glyc__R_e",,"SBO:0000627","META:TRANS-RXN0-523","rxn08645",,"MNXR100323",-0.6370370370370373
14,14,14,"EX_glyc2p_e","Glycerol 2-phosphate exchange","glyc2p_e --> ","Glycerol 2-phosphate --> ","{'C': -3.0, 'H': -7.0, 'O': -6.0, 'P': -1.0}",1,"","reaction",0,,,,"EX_glyc2p_e",,"SBO:0000627",,"rxn08640",,"MNXR100319",-0.9333333333333318
14,14,14,"EX_glyc3p_e","Glycerol 3-phosphate exchange","glyc3p_e --> ","Glycerol 3-phosphate --> ","{'C': -3.0, 'H': -7.0, 'O': -6.0, 'P': -1.0}",1,"","reaction",0,,"34969|34967|34968|34970",,"EX_glyc3p_e",,"SBO:0000627",,"rxn08643|rxn09749|rxn11234",,"MNXR100308",-0.9925925925925921
14,14,14,"EX_glyclt_e","Glycolate exchange","glyclt_e --> ","Glycolate C2H3O3 --> ","{'C': -2.0, 'H': -3.0, 'O': -3.0}",1,"","reaction",0,,"29448|29450|29449|29447",,"EX_glyclt_e",,"SBO:0000627","META:RXN0-5111","rxn08653|rxn12426","12468","MNXR100333",-0.37037037037037146
26,26,26,"EX_3hpp_e","3-Hydroxypropanoate exchange","3hpp_e --> ","3-Hydroxypropanoate --> ","{'C': -3.0, 'H': -5.0, 'O': -3.0}",1,"","reaction",0,,"34951|34953|34952|34954",,"EX_3hpp_e",,"SBO:0000627","META:TRANS-RXN0-465",,,"MNXR94904",0
20,20,20,"EX_3hpppn_e","3-(3-hydroxy-phenyl)propionate exchange","3hpppn_e --> ","3-(3-hydroxy-phenyl)propionate --> ","{'C': -9.0, 'H': -9.0, 'O': -3.0}",1,"","reaction",0,,,,"EX_3hpppn_e",,"SBO:0000627",,"rxn08726",,"MNXR100697",-1.970370370370368
18,18,18,"EX_3ump_e","3'-UMP exchange","3ump_e --> ","3  UMP C9H11N2O9P --> ","{'C': -9.0, 'H': -11.0, 'N': -2.0, 'O': -9.0, 'P': -1.0}",1,"","reaction",0,,,,"EX_3ump_e",,"SBO:0000627",,"rxn08005",,"MNXR94983",-1.392592592592591
18,18,18,"EX_gmp_e","GMP exchange","gmp_e --> ","GMP C10H12N5O8P --> ","{'C': -10.0, 'H': -12.0, 'N': -5.0, 'O': -8.0, 'P': -1.0}",1,"","reaction",0,,,,"EX_gmp_e",,"SBO:0000627","META:TRANS-RXN0-565","rxn08664",,"MNXR100386",-1.9703703703703705
∞,∞,∞,"EX_crn__D_e","D-carnitine exchange","crn__D_e --> ","D-Carnitine --> ","{'C': -7.0, 'H': -15.0, 'N': -1.0, 'O': -3.0}",1,"","reaction",0,,"35067|35068|35070|35069",,"EX_crn__D_e",,"SBO:0000627",,,,"MNXR96904",0
16,16,16,"EX_gsn_e","Guanosine exchange","gsn_e --> ","Guanosine --> ","{'C': -10.0, 'H': -13.0, 'N': -5.0, 'O': -5.0}",1,"","reaction",0,,,,"EX_gsn_e",,"SBO:0000627",,"rxn08672|rxn10897",,"MNXR100433",-1.970370370370371
18,18,18,"EX_gthox_e","Oxidized glutathione exchange","gthox_e --> ","Oxidized glutathione --> ","{'C': -20.0, 'H': -30.0, 'N': -6.0, 'O': -12.0, 'S': -2.0}",1,"","reaction",0,,,,"EX_gthox_e",,"SBO:0000627",,"rxn09677|rxn08674",,"MNXR100443",0
12,12,12,"EX_4abut_e","4-Aminobutanoate exchange","4abut_e --> ","4-Aminobutanoate --> ","{'C': -4.0, 'H': -9.0, 'N': -1.0, 'O': -2.0}",1,"","reaction",0,,"35035|35036|35037|35038",,"EX_4abut_e","R-XTR-888592|R-DRE-888592|R-OSA-888592|R-GGA-888592|R-SSC-888592|R-DME-888592|R-CFA-888592|R-BTA-888592|R-RNO-888592|R-SCE-888592|R-TGU-888592|R-ATH-888592|R-MMU-888592|R-HSA-888592|R-CEL-888592","SBO:0000627",,"rxn08028|rxn11326|rxn09795","13098","MNXR94993",-1.1407407407407413
∞,∞,∞,"EX_4hoxpacd_e","4-Hydroxyphenylacetaldehyde exchange","4hoxpacd_e --> ","4-Hydroxyphenylacetaldehyde --> ","{'C': -8.0, 'H': -8.0, 'O': -2.0}",1,"","reaction",0,,,,"EX_4hoxpacd_e",,"SBO:0000627",,"rxn08006",,"MNXR95017",0
20,20,20,"EX_5dglcn_e","5-Dehydro-D-gluconate exchange","5dglcn_e --> ","5-Dehydro-D-gluconate --> ","{'C': -6.0, 'H': -9.0, 'O': -7.0}",1,"","reaction",0,,,,"EX_5dglcn_e",,"SBO:0000627",,"rxn08012",,"MNXR95067",-1.333333333333333
14,14,14,"EX_5mtr_e","5-Methylthio-D-ribose exchange","5mtr_e --> ","5-Methylthio-D-ribose --> ","{'C': -6.0, 'H': -12.0, 'O': -4.0, 'S': -1.0}",1,"","reaction",0,,"34955|34958|34956|34957",,"EX_5mtr_e",,"SBO:0000627","META:TRANS-RXN0-461",,,"MNXR95091",0
16,16,16,"EX_gua_e","Guanine exchange","gua_e --> ","Guanine --> ","{'C': -5.0, 'H': -5.0, 'N': -5.0, 'O': -1.0}",1,"","reaction",0,,,,"EX_gua_e",,"SBO:0000627","META:TRANS-RXN0-578","rxn10142|rxn08683|rxn08682|rxn09746","12299","MNXR100465",-0.5925925925925941
18,18,18,"EX_csn_e","Cytosine exchange","csn_e --> ","Cytosine --> ","{'C': -4.0, 'H': -5.0, 'N': -3.0, 'O': -1.0}",1,"","reaction",0,,,,"EX_csn_e",,"SBO:0000627",,"rxn08267",,"MNXR96928",-0.01481481481481471
14,14,14,"EX_h2_e","H2 exchange","h2_e --> ","Hydrogen --> ","{'H': -2.0}",1,"","reaction",0,,,,"EX_h2_e",,"SBO:0000627",,"rxn10542|rxn08691|rxn08692",,"MNXR100495",-0.0888888888888891
14,14,14,"EX_LalaDglu_e","L-alanine-D-glutamate exchange","LalaDglu_e --> ","L-alanine-D-glutamate --> ","{'C': -8.0, 'H': -13.0, 'N': -2.0, 'O': -5.0}",1,"","reaction",0,,"35127|35128|35129|35130",,"EX_LalaDglu_e",,"SBO:0000627",,,,"MNXR101003",-1.9555555555555553
14,14,14,"EX_LalaDgluMdap_e","L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate exchange","LalaDgluMdap_e --> ","L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate --> ","{'C': -15.0, 'H': -25.0, 'N': -4.0, 'O': -8.0}",1,"","reaction",0,,,,"EX_LalaDgluMdap_e",,"SBO:0000627",,"rxn08004",,"MNXR94971",-3.9111111111111114
14,14,14,"EX_cu_e","Cu+ exchange","cu_e --> ","Cu+ --> ","{'Cu': -1.0}",1,"","reaction",0,,,,"EX_cu_e",,"SBO:0000627",,,,"MNXR96954",0
14,14,14,"EX_LalaDgluMdapDala_e","L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine exchange","LalaDgluMdapDala_e --> ","L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine --> ","{'C': -18.0, 'H': -30.0, 'N': -5.0, 'O': -9.0}",1,"","reaction",0,,,,"EX_LalaDgluMdapDala_e",,"SBO:0000627",,"rxn08009",,"MNXR95051",-4.681481481481482
14,14,14,"EX_LalaLglu_e","L-alanine-L-glutamate exchange","LalaLglu_e --> ","L-alanine-L-glutamate --> ","{'C': -8.0, 'H': -13.0, 'N': -2.0, 'O': -5.0}",1,"","reaction",0,,"35136|35137|35138|35135",,"EX_LalaLglu_e",,"SBO:0000627",,,,"MNXR101005",-1.9555555555555553
14,14,14,"EX_ac_e","Acetate exchange","ac_e --> ","Acetate --> ","{'C': -2.0, 'H': -3.0, 'O': -2.0}",1,"","reaction",0,,"27817|27814|27816|27815",,"EX_ac_e",,"SBO:0000627","META:RXN0-1981|META:TRANS-RXN0-567","rxn09787|rxn09866|rxn10904|rxn08063","12184","MNXR95431",-0.4296296296296301
14,14,14,"EX_h2s_e","Hydrogen sulfide exchange","h2s_e --> ","Hydrogen sulfide --> ","{'H': -2.0, 'S': -1.0}",1,"","reaction",0,,,,"EX_h2s_e",,"SBO:0000627","META:TRANS-RXN-310","rxn08690|rxn08689|rxn10541",,"MNXR100494",-0.014814814814815204
14,14,14,"EX_acac_e","Acetoacetate exchange","acac_e --> ","Acetoacetate --> ","{'C': -4.0, 'H': -5.0, 'O': -3.0}",1,"","reaction",0,,"29753|29752|29754|29751",,"EX_acac_e",,"SBO:0000627","META:TRANS-RXN0-281","rxn08030|rxn10960|rxn13115","12476","MNXR95208",-0.9185185185185178
12,12,12,"EX_cu2_e","Cu2+ exchange","cu2_e <=> ","Copper <=> ","{'Cu': -1.0}",1,"","reaction",0,,"28705|28706|28704|28703",,"EX_cu2_e","R-HSA-437300|R-DME-437300|R-RNO-437300|R-SCE-437300|R-DRE-437300|R-XTR-437300|R-TGU-437300|R-BTA-437300|R-CFA-437300|R-SSC-437300|R-MMU-437300|R-GGA-437300","SBO:0000627","META:RXN0-14","rxn08274|rxn05212|rxn08273",,"MNXR96951",0
